,id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,power_units,hp_or_lbs,carb_fuel_injection,subcategory_no,ev_date,ev_dow,ev_time,ev_country,ev_year,ev_month,mid_air,on_ground_collision,latitude,longitude,apt_name,apt_dist,apt_dir,apt_elev,wx_obs_time,wx_obs_dir,wx_obs_elev,wx_obs_dist,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,vis_rvr,vis_rvv,vis_sm,wx_temp,wx_dew_pt,wind_dir_deg,wind_dir_ind,wind_vel_kts,wind_vel_ind,gust_ind,gust_kts,altimeter,wx_dens_alt,wx_int_precip,ev_highest_injury,inj_f_grnd,inj_m_grnd,inj_s_grnd,inj_tot_f,inj_tot_m,inj_tot_n,inj_tot_s,inj_tot_t,wx_cond_basic
1097,20090810X645581,091,UNK,TAYLORCRAFT,BC12-D,2.0,1.0,FIXD,1278.0,AIR,N,ANNL,,4150.0,Y,PERS,N,LHD ,,LHD ,N,N,850.0,PLT,M,UNK,N,,,1,REC,CONT MOTOR,65.0,HP,,1,2009-08-09,Su,411.0,USA,2009,8,,,611048N,1495819W,Lake Hood Seaplane Base,0.0,,71.0,,0.0,,0.0,DAYL,,0.0,0.0,,,,,0.0,0.0,0.0,Y,,T,T,0.0,0.0,,,SERS,,,,0,0,1,1,2.0,VMC
1098,20090810X753261,091,NONE,LUSCOMBE,8A,2.0,1.0,FIXD,1200.0,AIR,N,ANNL,40.0,4791.0,Y,PERS,N,PLU ,200.0,PLU ,N,N,430.0,PLT,M,No,N,,,1,REC,CONT MOTOR,65.0,HP,CARB,7,2009-08-06,Th,320.0,USA,2009,8,,,046553N,1221511W,,0.0,,,310.0,360.0,538.0,14.0,DUSK,CLER,0.0,0.0,NONE,,,10.0,66.0,50.0,280.0,U,6.0,F,T,0.0,29.950000762939453,,,NONE,,,,0,0,2,0,2.0,VMC
1099,20090811X431071,091,UNK,CESSNA,206,6.0,1.0,FIXD,,AIR,N,100H,55.0,6027.0,Y,OWRK,N,5BL ,1300.0,,N,N,2317.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,285.0,HP,FINJ,6,2009-08-11,Tu,45.0,USA,2009,8,,,058250N,0154470W,,0.0,,,,0.0,,0.0,DAYL,CLER,0.0,0.0,,,,40.0,63.0,0.0,270.0,U,18.0,F,F,25.0,0.0,,,SERS,,,,0,1,3,1,5.0,VMC
1100,20090811X457221,091,NONE,BEECH,BE-23,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,99.0,2611.0,Y,PERS,Y,SFB ,1220.0,SFB ,N,N,59.5,PLT,M,No,N,,,1,REC,Lycoming,180.0,HP,CARB,6,2009-08-11,Tu,1219.0,USA,2009,8,,,028460N,0811330W,Orlando Sanford International,1.0,,52.0,1232.0,0.0,52.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,81.0,75.0,0.0,U,,F,F,0.0,30.100000381469727,,,NONE,,,,0,0,2,0,2.0,VMC
1101,20090811X722501,091,NONE,BELL,47G-2A,3.0,1.0,FIXD,2850.0,HELI,N,ANNL,10.0,13294.0,Y,PERS,N,RZL ,1700.0,MI80,N,N,772.0,PLT,M,No,N,,,1,REC,LYCOMING,310.0,HP,,7,2009-08-11,Tu,1900.0,USA,2009,8,,,421525N,0861311W,,0.0,,,1753.0,230.0,643.0,17.0,DAYL,FEW,1100.0,0.0,NONE,,,10.0,73.0,66.0,350.0,U,9.0,F,F,15.0,29.979999542236328,,,NONE,,,,0,0,1,0,1.0,VMC
1102,20090812X251091,091,NONE,CESSNA,150H,2.0,1.0,FIXD,159925.0,AIR,N,ANNL,,,Y,PERS,N,4AK6,1030.0,TKA ,N,N,80.0,PLT,M,No,N,,,1,REC,CONT MOTOR,100.0,HP,CARB,6,2009-08-12,We,1600.0,USA,2009,8,,,062198N,0150522W,Talkeetna,0.0,,358.0,,0.0,,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,50.0,0.0,0.0,U,,F,F,0.0,0.0,,,NONE,,,,0,0,1,0,1.0,VMC
1103,20090812X416181,091,NONE,PIPER,PA-38-112,2.0,1.0,FIXD,1670.0,AIR,N,ANNL,36.0,5086.0,Y,PERS,N,S73 ,1530.0,S73 ,N,N,66.0,DSTU,M,No,N,,,1,REC,LYCOMING,115.0,HP,CARB,6,2009-08-11,Tu,1700.0,USA,2009,8,,,461311N,0116049W,Kamiah Municipal Airport,0.0,,1194.0,1652.0,90.0,,18.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,68.0,57.0,360.0,U,3.0,F,T,0.0,30.040000915527344,,,MINR,,,,0,1,0,0,1.0,VMC
1104,20090812X433531,091,NONE,CESSNA,182A,4.0,1.0,FIXD,,AIR,N,ANNL,,3563.43994140625,Y,PERS,N,OSH ,1200.0,POY ,N,N,2144.0,PLT,M,No,N,,,1,REC,Continental,230.0,HP,CARB,7,2009-07-31,Fr,1515.0,USA,2009,7,,,445438N,0097936W,,0.0,,,1553.0,0.0,1749.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,72.0,54.0,200.0,U,11.0,F,T,0.0,29.8700008392334,,,NONE,,,,0,0,3,0,3.0,VMC
1105,20090812X542131,091,NONE,PIPER,PA-12,2.0,1.0,FIXD,1935.0,AIR,N,ANNL,4.0,1643.0,Y,PERS,N,KBDN,1600.0,6K5 ,N,N,3276.0,PLT,M,No,N,,,1,REC,LYCOMING,150.0,HP,CARB,6,2009-08-09,Su,1645.0,USA,2009,8,,,441816N,1213221W,Sisters Eagle Air Airport,0.0,,3168.0,1656.0,100.0,3080.0,17.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,66.0,48.0,0.0,Y,3.0,T,T,0.0,30.13999938964844,,,MINR,,,,0,1,0,0,1.0,VMC
1106,20090812X215241,091,NONE,DIAMOND AIRCRAFT IND INC,DA 40,4.0,1.0,FIXD,2646.0,AIR,N,ANNL,38.0,849.0,Y,PERS,N,RCZ ,2020.0,RCZ ,N,N,571.0,PLT,M,No,N,,,1,REC,LYCOMING,180.0,HP,FINJ,6,2009-08-11,Tu,2045.0,USA,2009,8,,,345328N,0794534W,Richmond County Airport,0.0,,,2040.0,0.0,358.0,0.0,DAYL,SCAT,6000.0,0.0,NONE,,,10.0,95.0,70.0,160.0,U,11.0,F,F,15.0,29.899999618530277,,,NONE,,,,0,0,2,0,2.0,VMC
1107,20090813X731431,091,NONE,GRAHN J/GRAHN G,PITTS S2S,1.0,1.0,FIXD,1550.0,AIR,N,COND,,1527.0,Y,ASHO,N,KRIL,1950.0,KRIL,N,N,8365.0,PLT,M,Yes,N,,,1,REC,LYCOMING,300.0,HP,FINJ,6,2009-08-13,Th,2030.0,USA,2009,8,,,393134N,1074337W,Garfield County Regional Airpo,0.0,,5548.0,2053.0,360.0,6421.0,32.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,81.0,37.0,190.0,U,13.0,F,F,20.0,30.170000076293945,,,NONE,,,,0,0,1,0,1.0,VMC
1108,20090814X646001,091,NONE,MAULE,M-4-220C,4.0,1.0,FIXD,,AIR,N,ANNL,,2337.0,Y,PERS,Y,F49 ,,F83 ,N,N,1760.0,PLT,M,No,N,,,1,REC,FRANKLIN,235.0,HP,CARB,3,2009-07-25,Sa,1800.0,USA,2009,7,,,335027N,1014528W,Abernathy Airport,0.0,,,,0.0,,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,81.0,64.0,190.0,U,12.0,F,F,20.0,29.93000030517578,,,NONE,,,,0,0,2,0,2.0,VMC
1109,20090817X503081,091,NONE,CESSNA,152,2.0,1.0,FIXD,1670.0,AIR,N,,,,Y,PERS,N,REI ,1740.0,,N,N,193.0,PLT,M,No,Y,,,1,REC,LYCOMING,115.0,HP,,5,2009-08-16,Su,1821.0,USA,2009,8,,,342212N,0117196W,Hesperia,0.0,,3390.0,1750.0,328.0,2885.0,14.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,82.0,25.0,220.0,U,4.0,F,T,0.0,29.88999938964844,,,FATL,,,,2,0,0,0,2.0,VMC
1110,20090817X003281,137,NONE,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164A,1.0,1.0,FIXD,4500.0,AIR,N,100H,,6480.0,,AAPL,N,PVT ,1445.0,PVT ,N,N,11912.0,PLT,M,Yes,N,,,1,REC,Allied,665.0,HP,,2,2009-08-12,We,1445.0,USA,2009,8,,,424642N,0891754W,Maas Airstrip,0.0,,810.0,1445.0,130.0,808.0,15.0,DAYL,CLER,0.0,0.0,NONE,,,7.0,75.0,63.0,0.0,U,0.0,F,T,0.0,30.1200008392334,,,NONE,,,,0,0,1,0,1.0,VMC
1111,20090817X309591,137,NONE,THRUSH AIRCRAFT INC,S2R-T660,2.0,1.0,FIXD,14150.0,AIR,N,ANNL,52.0,556.0,,AAPL,N,OTG ,2130.0,OTG ,N,N,7448.0,PLT,M,UNK,N,,,1,TP,P&W CANADA,1300.0,HP,,2,2009-08-16,Su,2230.0,USA,2009,8,,,043398N,0953420W,Worthington Municipal Airport,0.0,,,2235.0,0.0,1574.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,72.0,46.0,280.0,U,12.0,F,T,0.0,29.940000534057617,,,NONE,,,,0,0,1,0,1.0,VMC
1112,20090817X324121,091,CVFR,PIPER,PA-18-150,3.0,1.0,FIXD,1750.0,AIR,N,UNK,,,Y,PERS,N,,1300.0,,N,N,2500.0,PLT,F,Yes,N,,,1,REC,LYCOMING,180.0,HP,CARB,6,2009-08-14,Fr,1800.0,USA,2009,8,,,069300N,0014400W,,0.0,,,,0.0,,0.0,DAYL,,0.0,0.0,,,,10.0,0.0,0.0,0.0,U,,F,F,0.0,0.0,,,NONE,,,,0,0,3,0,3.0,VMC
1113,20090817X401341,091,NONE,"MORSE, FRANK L.",KITFOX,2.0,1.0,FIXD,785.0,AIR,Y,COND,,304.0,Y,PERS,N,99V ,2220.0,99V ,N,N,2776.0,PLT,M,No,N,,,1,REC,Rotax,65.0,HP,CARB,6,2009-08-16,Su,2215.0,USA,2009,8,,,038424N,1073726W,Crawford,0.0,,6740.0,2153.0,228.0,5759.0,17.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,84.0,25.0,250.0,U,16.0,F,F,22.0,30.049999237060547,,,NONE,,,,0,0,1,0,1.0,VMC
1114,20090817X405571,135,CVFR,CESSNA,185,6.0,1.0,FIXD,3200.0,AIR,N,100H,,7731.0,Y,,N,AK0 ,1200.0,,N,N,10241.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,300.0,HP,FINJ,2,2009-08-16,Su,1730.0,USA,2009,8,,,555510N,1592926W,,0.0,,,,0.0,,0.0,DAYL,,2500.0,4000.0,OVC,,,8.0,50.0,0.0,0.0,U,,F,F,0.0,0.0,,,NONE,,,,0,0,4,0,4.0,VMC
1115,20090817X408311,091,NONE,AERONCA,7AC,2.0,1.0,FIXD,1220.0,AIR,N,ANNL,20.0,6205.0,Y,PERS,N,G05 ,1400.0,G05 ,N,N,2361.0,PLT,M,No,N,,,1,REC,CONT MOTOR,65.0,HP,CARB,6,2009-08-17,Mo,1345.0,USA,2009,8,,,401445N,0080044W,Finleyville Airpark,0.0,,1240.0,1353.0,40.0,1252.0,8.0,DAYL,CLER,0.0,0.0,NONE,,,8.0,77.0,66.0,0.0,U,,F,F,0.0,30.209999084472656,,,NONE,,,,0,0,1,0,1.0,VMC
1116,20090817X424531,091,NONE,AERONCA,11CC,2.0,1.0,FIXD,1350.0,AIR,N,ANNL,3.0,,Y,PERS,Y,SDM ,2031.0,SEE ,N,N,311.0,PLT,M,No,N,,,1,REC,CONT MOTOR,85.0,HP,,6,2009-08-15,Sa,2048.0,USA,2009,8,,,324934N,1165820W,Gillespie Field Airport,0.0,,388.0,2047.0,0.0,388.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,15.0,77.0,59.0,230.0,U,8.0,F,T,0.0,29.950000762939453,,,NONE,,,,0,0,2,0,2.0,VMC
1117,20090817X007081,091,NONE,PIPER,PA-24,4.0,1.0,RETR,,AIR,N,ANNL,,2480.0,Y,PERS,N,PRC ,2150.0,,N,N,750.0,PLT,M,UNK,Y,,,1,REC,Lycoming,180.0,HP,CARB,6,2009-08-17,Mo,2150.0,USA,2009,8,,,343823N,1122435W,Ernest A. Love Field Airport,1.0,,5045.0,2153.0,0.0,5045.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,90.0,18.0,200.0,U,9.0,F,F,19.0,30.1200008392334,,,FATL,,,,2,0,0,0,2.0,VMC
1118,20090818X521211,091,NONE,CESSNA,140A,2.0,1.0,FIXD,1500.0,AIR,N,ANNL,1.0,2500.0,Y,PERS,N,HTO ,1700.0,HPN ,N,N,4500.0,PLT,M,No,N,,,1,REC,CONT MOTOR,90.0,HP,CARB,2,2009-08-17,Mo,1730.0,USA,2009,8,,,004141N,0734227W,Westchester County,0.0,,439.0,1756.0,0.0,439.0,0.0,DAYL,FEW,6000.0,0.0,NONE,,,8.0,88.0,66.0,0.0,Y,4.0,T,T,0.0,30.149999618530277,,,NONE,,,,0,0,1,0,1.0,VMC
1119,20090818X648211,091,NONE,ROCKWELL,690,6.0,2.0,RETR,10250.0,AIR,N,AAIP,,5691.0,Y,PERS,N,EAT ,1415.0,,N,N,3800.0,PLT,M,Yes,N,,,1,TP,Garret,717.0,HP,,6,2009-08-17,Mo,1500.0,USA,2009,8,,,047240N,0120130W,,0.0,,,1455.0,0.0,1249.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,63.0,46.0,280.0,U,4.0,F,T,0.0,30.149999618530277,,,NONE,,,,0,0,4,0,4.0,VMC
1120,20090818X708181,091,UNK,JABIRU,J230-SP,2.0,1.0,FIXD,1320.0,AIR,N,COND,,61.0,Y,PERS,N,RST ,1715.0,RST ,N,N,79.0,PLT,M,No,N,,,1,REC,Jabiru,120.0,HP,CARB,6,2009-08-18,Tu,1650.0,USA,2009,8,,,039405N,1195235W,Reno Stead,0.0,,5050.0,1655.0,154.0,4415.0,11.0,DAYL,FEW,25000.0,0.0,NONE,,,10.0,73.0,27.0,0.0,U,,F,F,0.0,30.13999938964844,,,NONE,,,,0,0,1,0,1.0,VMC
1121,20090819X846151,091,NONE,AERONCA,7DC-CONV,2.0,1.0,FIXD,,AIR,N,ANNL,,,Y,PERS,N,RNO ,1400.0,WMC ,N,N,1972.0,PLT,M,No,N,,,1,REC,CONT MOTOR,65.0,HP,CARB,6,2009-08-13,Th,1550.0,USA,2009,8,,,405328N,1174813W,Winnemucca Municipal Airport,0.0,,4308.0,1556.0,0.0,4308.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,72.0,23.0,0.0,U,,F,F,0.0,30.059999465942383,,,NONE,,,,0,0,1,0,1.0,VMC
1122,20090820X815501,091,NONE,PIPER,PA-12,3.0,1.0,FIXD,1750.0,AIR,N,ANNL,,3900.0,Y,PERS,N,VAY ,1800.0,VAY ,N,N,4600.0,PLT,M,No,N,,,1,REC,LYCOMING,115.0,HP,CARB,6,2009-08-18,Tu,1850.0,USA,2009,8,,,395621N,0745025W,South Jersey Regional,0.0,,53.0,1854.0,0.0,53.0,0.0,DAYL,FEW,4200.0,0.0,NONE,,,10.0,90.0,70.0,0.0,Y,4.0,T,T,0.0,30.020000457763672,,,NONE,,,,0,0,2,0,2.0,VMC
1123,20090820X037061,091,NONE,WSK PZL MIELEC,M-18A,2.0,1.0,FIXD,,AIR,N,ANNL,300.0,3809.0,,AOBV,N,ADU ,2330.0,ADU ,N,N,14724.0,PLT,M,Yes,N,,,1,TP,Pratt & Whitney Canada,1070.0,HP,,5,2009-08-18,Tu,2330.0,USA,2009,8,,,041425N,0945514W,Audubon County,0.0,,1287.0,2335.0,140.0,1287.0,1.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,79.0,64.0,170.0,U,6.0,F,T,0.0,29.96999931335449,,,NONE,,,,0,0,1,0,1.0,VMC
1124,20090820X628231,091,NONE,PIPER,PA-28-181,4.0,1.0,FIXD,2550.0,AIR,N,100H,,14500.0,Y,INST,N,FFZ ,2045.0,FFZ ,N,N,31.0,DSTU,M,No,N,,,1,REC,Lycoming,180.0,HP,CARB,6,2009-08-19,We,2136.0,USA,2009,8,,,332739N,1114342W,Falcon Field,0.0,,1394.0,2156.0,0.0,1394.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,40.0,102.0,50.0,240.0,U,15.0,F,T,0.0,29.790000915527344,,,NONE,,,,0,0,1,0,1.0,VMC
1125,20090821X709121,137,NONE,CESSNA,A188B,1.0,1.0,FIXD,3300.0,AIR,N,ANNL,105.0,4100.0,,AAPL,N,MQW ,1945.0,MQW ,N,N,3994.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,285.0,HP,FINJ,5,2009-08-20,Th,2000.0,USA,2009,8,,,032544N,0825248W,,0.0,,,1957.0,30.0,275.0,27.0,DAYL,SCAT,4900.0,0.0,NONE,,,10.0,93.0,72.0,200.0,U,5.0,F,T,0.0,29.96999931335449,,,NONE,,,,0,0,1,0,1.0,VMC
1126,20090821X043291,137,UNK,AIR TRACTOR INC,AT-301,1.0,1.0,FIXD,5000.0,AIR,N,ANNL,,8042.0,,AAPL,N,IL93,2200.0,IL93,N,N,12905.0,PLT,M,Yes,N,,,1,REC,P&W,600.0,HP,CARB,4,2009-08-17,Mo,2300.0,USA,2009,8,,,413957N,0884617W,Hendrickson Flying Service,25.0,,889.0,2252.0,57.0,712.0,18.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,75.0,70.0,200.0,U,4.0,F,T,0.0,29.959999084472656,,,NONE,,,,0,0,1,0,1.0,VMC
1127,20090821X519341,091,NONE,CESSNA,140,2.0,1.0,FIXD,,AIR,N,ANNL,,,Y,PERS,,,2040.0,,N,N,301.0,PLT,M,No,N,,,1,REC,CONT MOTOR,85.0,HP,CARB,6,2009-08-20,Th,200.0,USA,2009,8,,,006500N,0145116W,,0.0,,,,0.0,,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,57.0,0.0,0.0,U,,F,F,0.0,0.0,,,NONE,,,,0,0,1,0,1.0,VMC
1128,20090821X553031,091,NONE,Stemme GMBH & CO,S10-VT,2.0,1.0,RETR,1874.0,GLI,N,ANNL,,428.0,Y,PERS,N,AOC ,2125.0,AOC ,N,N,11000.0,PLT,M,No,Y,,,1,REC,Rotax,115.0,HP,CARB,6,2009-08-19,We,2302.0,USA,2009,8,,,435226N,1134517W,Arco-Butte,28.0,,5332.0,2245.0,210.0,5318.0,42.0,DAYL,CLER,0.0,0.0,NONE,,,30.0,81.0,41.0,200.0,U,4.0,F,T,0.0,30.059999465942383,,,FATL,,,,1,0,0,0,1.0,VMC
1129,20090821X620111,091,NONE,PIPER,PA28,4.0,1.0,FIXD,2550.0,AIR,N,AAIP,17.0,9643.0,Y,INST,N,GEU ,1545.0,GEU ,N,N,30.0,PLT,M,Yes,N,,,1,REC,LYCOMING,180.0,HP,CARB,6,2009-08-21,Fr,1600.0,USA,2009,8,,,333137N,1121743W,Glendale,0.0,,1071.0,1548.0,0.0,1071.0,0.0,DAYL,FEW,15000.0,25000.0,BKN,,,20.0,93.0,59.0,170.0,U,4.0,F,T,0.0,29.8700008392334,,,NONE,,,,0,0,1,0,1.0,VMC
1130,20090821X925241,091,NONE,ROBINSON,R44,4.0,1.0,FIXD,2500.0,HELI,N,,,686.0,Y,PERS,N,TPH ,2100.0,TPH ,N,N,4700.0,PLT,M,No,N,,,1,REC,Lycoming,245.0,HP,FINJ,6,2009-08-21,Fr,2200.0,USA,2009,8,,,003874N,1174257W,,0.0,,,2156.0,90.0,5426.0,25.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,95.0,27.0,150.0,U,8.0,F,F,17.0,30.11000061035156,,,SERS,,,,0,0,0,3,3.0,VMC
1131,20090823X007491,091,NONE,CESSNA,T210M,6.0,1.0,RETR,3800.0,AIR,N,ANNL,,6382.0,Y,PERS,N,DNN ,1520.0,DNN ,N,N,3864.0,PLT,M,No,N,,,1,REC,CONT MOTOR,300.0,HP,FINJ,2,2009-08-22,Sa,1610.0,USA,2009,8,,,344322N,0845212W,Dalton Municipal Airport,0.0,,,1600.0,0.0,709.0,0.0,DAYL,,0.0,7500.0,BKN,,,10.0,77.0,64.0,320.0,U,6.0,F,T,0.0,29.8700008392334,,,NONE,,,,0,0,2,0,2.0,VMC
1132,20090823X016381,091,NONE,CESSNA,150J,2.0,1.0,FIXD,1500.0,AIR,N,ANNL,18.0,7734.0,Y,PERS,N,47A ,2140.0,RMG ,N,N,180.0,PLT,M,No,N,,,1,REC,CONT MOTOR,100.0,HP,CARB,2,2009-08-22,Sa,2155.0,USA,2009,8,,,342456N,0844334W,,0.0,,,2153.0,255.0,644.0,22.0,DAYL,,0.0,9500.0,BKN,,,10.0,81.0,61.0,300.0,U,4.0,F,T,0.0,29.8700008392334,,,MINR,,,,0,1,0,0,1.0,VMC
1133,20090823X019511,091,NONE,VOLLENWEIDER R/HURST R F,VANS RV-9A,2.0,1.0,FIXD,1750.0,AIR,Y,ANNL,12.0,200.0,Y,PERS,N,1J0 ,1751.0,1J0 ,N,N,250.0,PLT,M,No,N,,,1,REC,Subaru,160.0,HP,FINJ,4,2009-08-23,Su,1805.0,USA,2009,8,,,305017N,0851422W,Marianna Municipal,3.0,,110.0,1753.0,90.0,110.0,3.0,DAYL,CLER,6000.0,0.0,NONE,,,10.0,82.0,61.0,290.0,U,9.0,F,T,0.0,29.950000762939453,,,SERS,,,,0,0,0,1,1.0,VMC
1134,20090824X112261,091,NONE,PIPER,PA-24-260,4.0,1.0,RETR,2900.0,AIR,N,ANNL,53.0,7680.0,Y,PERS,N,F70 ,1630.0,SBA ,N,N,294.0,PLT,M,No,N,,,1,REC,Lycoming,260.0,HP,FINJ,7,2009-08-23,Su,1735.0,USA,2009,8,,,034260N,1194748W,Santa Barbara,2.0,,,1753.0,210.0,14.0,1.0,DAYL,CLER,0.0,0.0,NONE,,,7.0,72.0,63.0,150.0,U,5.0,F,T,0.0,29.959999084472656,,,NONE,,,,0,0,2,0,2.0,VMC
1135,20090824X324151,091,NONE,REWEY WILLIAM M,CH 801,4.0,1.0,FIXD,2200.0,AIR,Y,COND,,37.0,Y,PERS,N,87Y ,1600.0,87Y ,N,N,3500.0,PLT,M,No,N,,,1,REC,LYCOMING,180.0,HP,,5,2009-08-23,Su,1628.0,USA,2009,8,,,043445N,0891156W,Blackhawk Airfield,1.0,,920.0,1651.0,290.0,887.0,7.0,DAYL,,0.0,2600.0,BKN,,,10.0,68.0,54.0,10.0,U,3.0,F,T,0.0,30.1200008392334,,,NONE,,,,0,0,3,0,3.0,VMC
1136,20090825X922221,091,NONE,DUNN DAVID,RAF 2000 C,2.0,1.0,FIXD,1540.0,GYRO,Y,100H,,127.0,Y,PERS,N,LVN ,2230.0,LVN ,N,N,102.0,PLT,M,No,N,,,1,REC,SUBARU,130.0,HP,CARB,6,2009-08-17,Mo,2230.0,USA,2009,8,,,443725N,0931341W,Airlake,0.0,,960.0,2223.0,0.0,960.0,0.0,DAYL,SCAT,6500.0,0.0,NONE,,,10.0,75.0,63.0,180.0,U,6.0,F,T,0.0,29.93000030517578,,,NONE,,,,0,0,1,0,1.0,VMC
1137,20090825X057261,091,NONE,CESSNA,180,4.0,1.0,FIXD,,AIR,N,ANNL,27.0,5824.0,Y,PERS,N,BCV ,1900.0,BCV ,N,N,6266.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,230.0,HP,CARB,5,2009-08-25,Tu,120.0,USA,2009,8,,,612724N,1492213W,,0.0,,,,0.0,,0.0,DAYL,,6000.0,8000.0,BKN,,,10.0,63.0,0.0,0.0,U,,F,F,0.0,0.0,,,MINR,,,,0,4,0,0,4.0,VMC
1138,20090825X210021,091,NONE,AIR TRACTOR INC,AT-502,1.0,1.0,FIXD,8000.0,AIR,N,ANNL,,18742.0,,AOBV,N,MN81,1400.0,MN81,N,N,2752.0,PLT,M,Yes,N,,,1,TP,P&W CANADA,1050.0,HP,,6,2009-08-22,Sa,1407.0,USA,2009,8,,,475555N,0097117W,JJ and T,9.0,,828.0,1412.0,270.0,845.0,7.0,DAYL,FEW,0.0,4100.0,OVC,,,10.0,59.0,57.0,140.0,U,6.0,F,T,0.0,30.1200008392334,,,MINR,,,,0,1,0,0,1.0,VMC
1139,20090825X249481,137,NONE,AYRES CORPORATION,S2R-T34,1.0,1.0,FIXD,6000.0,AIR,N,ANNL,66.0,6600.0,,AAPL,N,None,1900.0,None,N,N,21000.0,PLT,M,Yes,N,,,1,TP,P&W,750.0,HP,FINJ,2,2009-08-10,Mo,1925.0,USA,2009,8,,,031039N,0845259W,Private Airstrip,0.0,,160.0,2153.0,300.0,401.0,38.0,DAYL,FEW,0.0,0.0,NONE,,,10.0,97.0,73.0,240.0,U,5.0,F,T,0.0,30.11000061035156,,,MINR,,,,0,1,0,0,1.0,VMC
1140,20090825X612561,091,NONE,Paul B. Johnson,Avid Mark IV,2.0,1.0,FIXD,1250.0,AIR,Y,COND,24.5,24.5,Y,PERS,N,S67 ,1430.0,S67 ,N,N,233.0,PLT,M,No,N,,,1,REC,Subaru,108.0,HP,FINJ,5,2009-08-21,Fr,1530.0,USA,2009,8,,,433123N,1164115W,,0.0,,,1400.0,180.0,2432.0,7.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,63.0,0.0,0.0,U,,F,F,0.0,0.0,,,NONE,,,,0,0,1,0,1.0,VMC
1141,20090825X906261,091,NONE,CESSNA,170B,4.0,1.0,FIXD,1900.0,AIR,N,,,,Y,PERS,N,Z41 ,1256.0,IYS ,N,N,675.0,PLT,M,UNK,N,,,1,REC,CONT MOTOR,145.0,HP,CARB,6,2009-08-25,Tu,1756.0,USA,2009,8,,,611113N,1495716W,Lake Hood Airstrip,0.0,,73.0,1253.0,360.0,73.0,1.0,DAYL,SCAT,6000.0,8000.0,OVC,,,10.0,52.0,45.0,360.0,U,5.0,F,T,0.0,29.540000915527344,,,SERS,,,,0,0,0,1,1.0,VMC
1142,20090827X838251,091,NONE,PIPER,PA-34,6.0,2.0,RETR,4570.0,AIR,N,ANNL,22.0,8228.0,Y,INST,Y,SAV ,2030.0,SAV ,N,N,805.5,FLTI,,Yes,N,,,1,REC,Teledyne Continental,200.0,HP,FINJ,6,2009-08-25,Tu,2150.0,USA,2009,8,,,032739N,0081128W,Savannah/ Hilton Head Airport,0.0,,50.0,2153.0,0.0,50.0,0.0,DAYL,FEW,5500.0,0.0,NONE,,,10.0,86.0,70.0,100.0,U,9.0,F,T,0.0,30.040000915527344,,,NONE,,,,0,0,2,0,2.0,VMC
1143,20090827X855291,091,NONE,BELL,206L-3,7.0,1.0,FIXD,4150.0,HELI,N,100H,,7206.0,Y,POSI,N,HPN ,1600.0,6N5 ,N,N,3250.0,PLT,M,Yes,N,,,1,TS,Rolls Royce,650.0,HP,FINJ,2,2009-08-26,We,1600.0,USA,2009,8,,,004141N,0734227W,Westchester County Airport,0.0,,439.0,1556.0,0.0,439.0,0.0,DAYL,FEW,4200.0,0.0,NONE,,,10.0,81.0,63.0,270.0,U,10.0,F,T,0.0,29.959999084472656,,,NONE,,,,0,0,1,0,1.0,VMC
