,id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,power_units,hp_or_lbs,carb_fuel_injection,subcategory_no,ev_date,ev_dow,ev_time,ev_country,ev_year,ev_month,mid_air,on_ground_collision,latitude,longitude,apt_name,apt_dist,apt_dir,apt_elev,wx_obs_time,wx_obs_dir,wx_obs_elev,wx_obs_dist,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,vis_rvr,vis_rvv,vis_sm,wx_temp,wx_dew_pt,wind_dir_deg,wind_dir_ind,wind_vel_kts,wind_vel_ind,gust_ind,gust_kts,altimeter,wx_dens_alt,wx_int_precip,ev_highest_injury,inj_f_grnd,inj_m_grnd,inj_s_grnd,inj_tot_f,inj_tot_m,inj_tot_n,inj_tot_s,inj_tot_t,wx_cond_basic
0,20080115X000511,091,NONE,Cessna,152,2.0,1.0,FIXD,1670.0,AIR,N,ANNL,,5835.2998046875,Y,INST,N,KFNL,2215.0,KFNL,N,N,18.0,DSTU,M,No,N,,,1,REC,Lycoming,110.0,HP,CARB,6,2008-01-02,We,2230.0,USA,2008,1,,,040276N,0010504W,Fort Collins Loveland,1.0,,5016.0,2235.0,180.0,,1.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,19.0,7.0,150.0,U,5.0,F,T,0.0,30.26000022888184,,,NONE,,,,0,0,1,0,1.0,VMC
1,20080116X000631,135,CVFR,PIPER,PA-31-350,10.0,2.0,RETR,7368.0,AIR,N,100H,27.0,13130.0,Y,,N,ADQ ,1743.0,HOM ,N,N,9437.0,PLT,M,Yes,Y,,,1,REC,Lycoming,350.0,HP,FINJ,3,2008-01-05,Sa,1743.0,USA,2008,1,,,057452N,0152287W,Kodiak,0.0,,78.0,1753.0,0.0,78.0,0.0,DAYL,FEW,1600.0,0.0,,,,10.0,25.0,14.0,300.0,U,17.0,F,F,26.0,28.959999084472656,,,FATL,,,,6,1,0,3,10.0,VMC
2,20080122X000871,091,CVFR,BELL,407,7.0,1.0,FIXD,5000.0,HELI,N,,,3895.0,Y,POSI,N,DED ,2331.0,NONE,N,N,3120.0,PLT,M,Yes,N,,,1,TS,Rolls Royce,674.0,HP,,5,2008-01-07,Mo,2345.0,USA,2008,1,,,028594N,0811758W,,0.0,,,2353.0,230.0,34.0,15.0,DAYL,FEW,2000.0,7000.0,BKN,,,10.0,66.0,61.0,70.0,U,4.0,F,T,0.0,30.299999237060547,,,NONE,,,,0,0,2,0,2.0,VMC
3,20080220X002121,091,NONE,Bellanca,7GCBC,2.0,1.0,FIXD,1650.0,AIR,N,ANNL,7.0,1100.0,Y,PERS,,,,,N,N,4600.0,PLT,M,UNK,N,,,1,REC,Lycoming,150.0,HP,CARB,6,2008-01-07,Mo,1915.0,USA,2008,1,,,361419N,0119835W,THUNDERHAWK FIELD,0.0,,340.0,1915.0,90.0,,13.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,52.0,43.0,340.0,U,8.0,F,T,0.0,30.09000015258789,,,NONE,,,,0,0,2,0,2.0,VMC
4,20080207X001531,091,NONE,Bell,206 B2,5.0,1.0,FIXD,,HELI,N,ANNL,,,Y,PERS,N,POC ,,POC ,N,N,6500.0,PLT,M,,N,,,1,TS,Rolls-Royce,400.0,HP,,4,2008-01-13,Su,15.0,USA,2008,1,,,035529N,1174654W,BRACKETT FIELD,0.0,,,,0.0,,0.0,DAYL,CLER,0.0,0.0,NONE,,,30.0,72.0,0.0,0.0,Y,,T,T,0.0,0.0,,,NONE,,,,0,0,2,0,2.0,VMC
5,20080116X000621,091,NONE,Cessna,340,6.0,2.0,RETR,6290.0,AIR,N,ANNL,,6820.2001953125,Y,PERS,N,MFD ,,PCW ,N,N,1160.0,PLT,M,No,Y,,,1,REC,Continental,310.0,HP,FINJ,6,2008-01-12,Sa,1739.0,USA,2008,1,,,413138N,0825212W,CARL R KELLER FIELD,1.0,,590.0,1715.0,290.0,622.0,35.0,DAYL,SCAT,2400.0,0.0,NONE,,,10.0,36.0,25.0,0.0,Y,4.0,T,T,0.0,30.09000015258789,,,FATL,,,,4,0,0,0,4.0,VMC
6,20080128X001111,091,IFR,PIPER,PA46-500TP,6.0,1.0,RETR,4850.0,AIR,N,,66.0,111.0,Y,PERS,N,ACT ,1702.0,SAT ,N,N,1049.0,PLT,M,No,Y,,,1,TP,Pratt & Whitney Canada,500.0,HP,,6,2008-01-18,Fr,1830.0,USA,2008,1,,,292047N,0981740W,San Antonio International,17.0,,809.0,1804.0,230.0,577.0,6.0,DAYL,CLER,0.0,600.0,OVC,,,2.0,37.0,36.0,360.0,U,10.0,F,T,0.0,30.1299991607666,,,FATL,,,,1,0,0,0,1.0,IMC
7,20080312X003021,091,NONE,Piper,PA-32-260,6.0,1.0,FIXD,3400.0,AIR,N,UNK,,,Y,PERS,N,KACJ,430.0,KPDK,N,N,600.0,PLT,M,No,N,,,1,REC,Lycoming,260.0,HP,CARB,6,2008-01-14,Mo,518.0,USA,2008,1,,,335232N,0084187W,Dekalb-Peachtree Airport,0.0,,1003.0,453.0,0.0,1003.0,0.0,NITE,CLER,0.0,0.0,NONE,,,10.0,43.0,32.0,280.0,U,7.0,F,T,0.0,30.049999237060547,,,NONE,,,,0,0,1,0,1.0,VMC
8,20080312X003001,091,NONE,Quicksilver,Sport 2S,2.0,1.0,FIXD,996.0,AIR,N,UNK,,4.699999809265137,Y,PERS,N,NONE,1358.0,NONE,N,N,14270.0,PLT,M,Yes,N,,,1,REC,Rotax,65.0,HP,CARB,2,2008-01-19,Sa,1900.0,USA,2008,1,,,034052N,0008778W,,0.0,,,2000.0,45.0,969.0,19.0,DAYL,SCAT,6000.0,0.0,NONE,,,10.0,52.0,21.0,300.0,U,8.0,F,T,0.0,30.209999084472656,,,NONE,,,,0,0,2,0,2.0,VMC
9,20080123X000981,091,IFR,Beechcraft,V35B,4.0,1.0,RETR,3500.0,AIR,N,100H,,2931.0,Y,PERS,N,KFHC,2150.0,KMYF,N,N,8000.0,PLT,M,No,Y,,,1,REC,Teledyne Continental,285.0,HP,FINJ,3,2008-01-18,Fr,2200.0,USA,2008,1,,,363354N,1194326W,Fresno Chandler Executive,12.0,,279.0,2153.0,360.0,336.0,13.0,DAYL,CLER,0.0,0.0,NONE,,,5.0,55.0,34.0,290.0,U,3.0,F,T,0.0,30.200000762939453,,,FATL,,,,1,0,0,0,1.0,VMC
10,20080220X002131,091,NONE,Waltermire,Glastar,,1.0,FIXD,,AIR,Y,,,,Y,PERS,,VCB ,2000.0,VCB ,N,N,1125.0,PLT,M,,N,,,1,REC,Lycoming,160.0,HP,,6,2008-01-19,Sa,2100.0,USA,2008,1,,,382240N,1215742W,Nut Tree,0.0,,117.0,,0.0,,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,0.0,0.0,0.0,U,,F,T,0.0,0.0,,,MINR,,,,0,1,1,0,2.0,VMC
11,20080411X004561,121,IFR,Fairchild,SA227-AC,19.0,2.0,RETR,16000.0,AIR,N,COAW,,36207.0,Y,,Y,L-2G,1700.0,PANC,N,N,5105.5,PLT,M,Yes,N,,,1,TP,Honeywell,1000.0,HP,,2,2008-01-18,Fr,1645.0,USA,2008,1,,,535425N,1663257W,Dutch Harbor,0.0,,,1636.0,0.0,22.0,0.0,DAYL,SCAT,2500.0,3300.0,OVC,,,9.0,45.0,36.0,130.0,U,37.0,F,F,47.0,0.0,,,NONE,,,,0,0,2,0,2.0,VMC
12,20080514X006671,121,IFR,Airbus,A320,,2.0,FIXD,169756.0,AIR,N,,,27021.0,Y,,Y,EWR ,,DEN ,N,N,9750.0,PLT,M,Yes,N,,U,1,TF,Iae,9895.0,HP,,2,2008-01-25,Fr,1445.0,USA,2008,1,,,404123N,0741028W,Newark Liberty Intl,0.0,238.0,17.0,,0.0,,0.0,DAYL,FEW,4700.0,5500.0,OVC,,,10.0,27.0,12.0,310.0,U,14.0,F,F,16.0,30.040000915527344,,,NONE,,,,0,0,107,0,107.0,VMC
13,20080205X001361,091,NONE,PIPER,PA32-301FT,6.0,1.0,RETR,3600.0,AIR,N,ANNL,,230.0,Y,PERS,N,T74 ,957.0,MAI ,N,N,280.0,PLT,M,No,N,,,1,REC,LYCOMING,300.0,HP,FINJ,2,2008-01-28,Mo,1315.0,USA,2008,1,,,304831N,0891129W,,0.0,,,,0.0,,0.0,DAYL,CLER,0.0,0.0,UNK,,,10.0,52.0,0.0,210.0,U,6.0,F,T,0.0,30.170000076293945,,,NONE,,,,0,0,1,0,1.0,VMC
14,20080207X001481,091,CVFR,GRUMMAN,G-21A,6.0,2.0,FIXD,9200.0,AIR,N,ANNL,38.0,24456.0,Y,PERS,N,MTH ,2145.0,MTH ,N,N,16000.0,PLT,M,Yes,N,,,1,REC,Pratt & Whitney,450.0,HP,CARB,6,2008-01-29,Tu,2223.0,USA,2008,1,,,245229N,0811348W,The Florida Keys Marathon Arpt,5.0,,5.0,2153.0,0.0,5.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,73.0,54.0,140.0,U,9.0,F,T,0.0,30.040000915527344,,,SERS,,,,0,0,0,2,2.0,VMC
15,20080318X003261,091,NONE,AirIndus,Thorpedo T211,2.0,1.0,FIXD,1270.0,AIR,N,ANNL,410.0,410.0,Y,PERS,N,RMN ,1715.0,,N,N,63.0,PLT,M,No,N,,,1,REC,Jabiru,120.0,HP,CARB,6,2008-01-31,Th,2020.0,USA,2008,1,,,382353N,0772720W,Stafford Regional Airport,0.0,,211.0,2020.0,0.0,211.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,34.0,61.0,30.0,U,3.0,F,T,0.0,30.479999542236328,,,NONE,,,,0,0,2,0,2.0,VMC
16,20080206X001421,091,NONE,CIRRUS DESIGN CORP,SR22,4.0,1.0,FIXD,,AIR,N,ANNL,42.59999847412109,198.3000030517578,Y,INST,Y,1K2 ,2259.0,,N,N,1382.5,FLTI,M,Yes,Y,,,1,REC,CONT MOTOR,310.0,HP,,6,2008-02-02,Sa,2313.0,USA,2008,2,,,345126N,0973511W,Lindsay Municipal,0.0,,965.0,2350.0,150.0,,20.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,57.0,37.0,80.0,U,5.0,F,T,0.0,29.979999542236328,,,FATL,,,,2,0,0,0,2.0,VMC
17,20080211X001671,091,NONE,Bellanca,17-30A,4.0,1.0,RETR,3325.0,AIR,N,ANNL,,3155.0,Y,PERS,N,KPAE,2015.0,KPAE,N,N,532.0,PLT,M,No,N,,,1,REC,Continental,300.0,HP,FINJ,5,2008-02-02,Sa,2030.0,USA,2008,2,,,475353N,1221710W,Paine Field,2.0,,190.0,2053.0,190.0,600.0,2.0,DAYL,FEW,4000.0,0.0,NONE,,,10.0,37.0,30.0,20.0,U,5.0,F,T,0.0,29.549999237060547,,,SERS,,,,0,0,0,1,1.0,VMC
18,20080306X002731,091,NONE,James Dayton,Pit Bull JD-3,1.0,1.0,FIXD,500.0,GYRO,Y,,,0.0,Y,FLTS,N,2W6 ,,2W6 ,N,N,750.0,PLT,M,UNK,N,,,1,REC,Subaru,108.0,HP,CARB,6,2008-01-27,Su,1220.0,USA,2008,1,,,381855N,0076330W,St. Mary's County Regional,0.0,,142.0,1152.0,90.0,39.0,8.0,DAYL,,0.0,5000.0,OVC,,,10.0,36.0,27.0,310.0,U,7.0,F,T,0.0,30.06999969482422,,,NONE,,,,0,0,1,0,1.0,VMC
19,20080225X002331,091,NONE,Luscombe,8E,,1.0,FIXD,,AIR,N,,,,Y,PERS,,BMC ,,BMC ,N,N,750.0,PLT,M,,N,,,1,REC,Continental,,,,2,2008-01-20,Su,20.0,USA,2008,1,,,041338N,0112344W,Brigham City,0.0,,4229.0,,0.0,,0.0,DAYL,,0.0,0.0,,,,10.0,0.0,0.0,0.0,U,,F,F,0.0,0.0,,,NONE,,,,0,0,1,0,1.0,VMC
20,20080211X001731,091,NONE,Smith,Zodiac 601XL,2.0,1.0,FIXD,1320.0,AIR,N,COND,,,Y,PERS,N,F70 ,1916.0,F70 ,N,N,138.0,PLT,M,No,N,,,1,REC,General Motors,100.0,HP,CARB,2,2008-02-01,Fr,1916.0,USA,2008,2,,,333445N,0011770W,FRENCH VALLEY,0.0,,1350.0,1916.0,90.0,1350.0,1.0,DAYL,FEW,12000.0,0.0,NONE,,,10.0,63.0,46.0,220.0,U,6.0,F,T,0.0,30.020000457763672,,,NONE,,,,0,0,1,0,1.0,VMC
21,20080222X002271,091,CVFR,Eurocopter France,AS350B2,4.0,1.0,FIXD,4961.0,HELI,N,AAIP,9.0,10307.0,Y,POSI,N,49TX,240.0,,N,Y,16896.0,PLT,M,Yes,Y,,,1,TS,Turbomeca,732.0,HP,,6,2008-02-06,We,254.0,USA,2008,2,,,026820N,0971225W,,0.0,,,253.0,280.0,19.0,7.0,NDRK,SCAT,1000.0,1400.0,OVC,,,8.0,73.0,70.0,310.0,U,8.0,F,F,0.0,29.799999237060547,,,FATL,,,,3,0,0,0,3.0,VMC
22,20080326X003891,091,CVFR,de Havilland,DHC-2,,1.0,FIXD,,AIR,N,,,,Y,POSI,,8KA ,,PATK,N,N,3098.0,PLT,M,,N,,,1,REC,P & W,,,,6,2008-02-05,Tu,1650.0,USA,2008,2,,,621736N,1532143W,Tatitna Airstrip,0.0,,,,0.0,,0.0,DAYL,,0.0,0.0,,,,,0.0,0.0,0.0,U,,F,F,0.0,0.0,,,NONE,,,,0,0,1,0,1.0,VMC
23,20080305X002691,091,UNK,Cessna,177,4.0,1.0,FIXD,2500.0,AIR,N,,,,Y,PERS,,MJD ,,,N,N,35.0,DSTU,M,No,N,,,1,REC,Lycoming,,,CARB,6,2008-01-28,Mo,2230.0,USA,2008,1,,,302914N,0089394W,Picayune Municipal Airport,0.0,,55.0,2253.0,226.0,29.0,12.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,54.0,45.0,210.0,U,3.0,F,T,0.0,30.26000022888184,,,NONE,,,,0,0,1,0,1.0,VMC
24,20080213X001811,135,CVFR,MCDONNELL DOUGLAS,369E,5.0,1.0,FIXD,3000.0,HELI,N,100H,66.0,9118.0,Y,,N,PHTO,25.0,PHTO,Y,N,19800.0,PLT,M,Yes,N,,,1,TS,Rolls-Royce Allison,420.0,HP,,2,2008-02-08,Fr,35.0,USA,2008,2,,,194241N,0155855W,Hilo,0.0,,,,0.0,,0.0,DAYL,SCAT,1500.0,2000.0,BKN,,,6.0,68.0,0.0,140.0,U,12.0,F,T,0.0,0.0,,,MINR,,,,0,5,0,0,5.0,VMC
25,20080213X001851,091,NONE,Hughes,OH-6,4.0,1.0,FIXD,2700.0,HELI,N,COAW,,5999.0,Y,PUBF,N,MRF ,1540.0,,N,N,2014.0,PLT,M,Yes,N,,,1,TS,Rolls-Royce,420.0,HP,,4,2008-02-08,Fr,1715.0,USA,2008,2,,,030359N,1042926W,None,0.0,,,1715.0,160.0,,40.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,54.0,48.0,0.0,U,,F,T,0.0,30.21999931335449,,,MINR,,,,0,1,0,0,1.0,VMC
26,20080321X003621,091,NONE,Beech,23,4.0,1.0,FIXD,,AIR,N,,,,Y,PERS,N,FMY ,,FL90,N,N,3948.0,PLT,M,UNK,N,,,1,REC,Lycoming,,,,6,2008-02-10,Su,1400.0,USA,2008,2,,,263612N,0821311W,Salty Approach Airport,0.0,,,1453.0,90.0,17.0,19.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,64.0,52.0,40.0,U,11.0,F,T,0.0,30.209999084472656,,,NONE,,,,0,0,1,0,1.0,VMC
27,20080213X001861,091,NONE,Piper,PA-28-235,4.0,1.0,FIXD,2900.0,AIR,N,ANNL,4.400000095367432,4236.39990234375,Y,PERS,N,DWH ,1735.0,,N,N,400.0,PLT,M,No,N,,,1,REC,Lycoming,235.0,HP,CARB,7,2008-02-10,Su,1739.0,USA,2008,2,,,030257N,0095334W,DAVID WAYNE HOOKS MEMORIAL,1.0,,152.0,1753.0,0.0,152.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,72.0,46.0,100.0,U,6.0,F,T,0.0,30.309999465942383,,,SERS,,,,0,0,0,1,1.0,VMC
28,20080227X002391,091,NONE,Piper,J3C-65,1.0,1.0,FIXD,1100.0,AIR,N,ANNL,,1200.0,Y,PERS,N,TA67,1800.0,,N,N,8500.0,PLT,M,No,N,,,1,REC,Lycoming,150.0,HP,FINJ,6,2008-02-10,Su,15.0,USA,2008,2,,,334454N,0010241W,Biggin Hill Airport,0.0,,3330.0,1753.0,113.0,3282.0,13.0,DUSK,FEW,25000.0,0.0,NONE,,,10.0,63.0,7.0,80.0,U,5.0,F,T,0.0,30.149999618530277,,,NONE,,,,0,0,1,0,1.0,VMC
29,20080312X003011,091,NONE,William P. Crowell,Genesis,2.0,1.0,FIXD,1250.0,AIR,N,COND,25.0,215.0,Y,PERS,N,5A9 ,1500.0,5A9 ,N,N,216.0,PLT,M,No,N,,,1,REC,Rotax,66.0,HP,CARB,6,2008-02-08,Fr,2045.0,USA,2008,2,,,325614N,0844146W,Roosevelt Memorial Airport,0.0,,880.0,2040.0,286.0,693.0,19.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,59.0,32.0,270.0,U,5.0,F,T,0.0,29.940000534057617,,,MINR,,,,0,1,0,0,1.0,VMC
30,20080305X002661,091,NONE,Cessna,172S,,1.0,FIXD,,AIR,N,,,,Y,INST,,KLEE,,KMCO,N,N,81.0,DSTU,F,,N,,,1,REC,Lycoming,,,,6,2008-02-15,Fr,1620.0,USA,2008,2,,,282617N,0811853W,Orlando International Airport,0.0,,,,0.0,,0.0,DAYL,FEW,3000.0,4200.0,BKN,,,10.0,75.0,68.0,0.0,Y,4.0,T,T,0.0,30.309999465942383,,,NONE,,,,0,0,1,0,1.0,VMC
31,20080318X003251,091,VFR,Cessna,172N,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,100.0,5576.0,Y,INST,N,FTY ,1615.0,C22 ,N,N,53.0,DSTU,M,No,N,,,1,REC,Lycoming,160.0,HP,,6,2008-03-03,Mo,1800.0,USA,2008,3,,,034932N,0085384W,CENTRE MUNI,0.0,,619.0,1640.0,247.0,569.0,25.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,54.0,43.0,0.0,Y,,T,T,0.0,30.229999542236328,,,NONE,,,,0,0,1,0,1.0,VMC
32,20080313X003111,091,NONE,Piper,PA-22,4.0,1.0,FIXD,,AIR,N,,,,Y,INST,,KSEE,,KSEE,N,N,855.0,PLT,M,,N,,,1,REC,Lycoming,,,,6,2008-02-17,Su,2030.0,USA,2008,2,,,324934N,1165821W,Gillespie Field,0.0,,,1856.0,0.0,388.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,12.0,57.0,43.0,0.0,U,,F,T,0.0,30.1299991607666,,,NONE,,,,0,0,2,0,2.0,VMC
33,20080221X002231,091,NONE,Wilson,RV-7,2.0,1.0,FIXD,1800.0,AIR,Y,COND,29.100000381469727,29.100000381469727,Y,PERS,N,KGOO,0.0,KGOO,N,N,872.0,PLT,M,No,Y,,,1,REC,Xtreem 360,180.0,HP,FINJ,5,2008-02-18,Mo,38.0,USA,2008,2,,,391644N,1205859W,Nevada City Air Park,1.0,,3152.0,1652.0,90.0,,15.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,48.0,34.0,0.0,U,,F,T,0.0,30.11000061035156,,,FATL,,,,1,0,0,0,1.0,VMC
34,20080220X002211,091,NONE,Beech,A45,2.0,1.0,RETR,2950.0,AIR,N,ANNL,,7847.0,Y,OWRK,N,APA ,2154.0,,N,N,8340.0,PLT,M,Yes,N,,,1,REC,Continental,285.0,HP,FINJ,2,2008-02-12,Tu,2205.0,USA,2008,2,,,393412N,1045057W,Centennial Airport,0.0,,5885.0,2153.0,0.0,5885.0,0.0,DAYL,FEW,7000.0,0.0,NONE,,,10.0,43.0,19.0,30.0,U,9.0,F,F,0.0,30.030000686645508,,,NONE,,,,0,0,2,0,2.0,VMC
35,20080326X003871,091,IFR,Piper,PA-30,4.0,2.0,RETR,3800.0,AIR,N,ANNL,,4700.0,Y,PERS,N,4J6 ,1355.0,PDK ,N,N,5361.0,PLT,M,No,N,,,1,REC,Lycoming,160.0,HP,FINJ,6,2008-02-19,Tu,1550.0,USA,2008,2,,,335232N,0084187W,Dekalb-Peachtree,0.0,,1003.0,1553.0,0.0,1003.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,48.0,27.0,230.0,U,12.0,F,T,0.0,30.18000030517578,,,NONE,,,,0,0,2,0,2.0,VMC
36,20080221X002241,135,IFR,Hawker Beechcraft Corp.,99,,2.0,RETR,10400.0,AIR,N,AAIP,,14079.0,Y,,N,OMA ,130.0,MLI ,N,N,18100.0,PLT,M,Yes,N,,,1,TP,Pratt & Whitney Canada,550.0,HP,,2,2008-02-19,Tu,230.0,USA,2008,2,,,412732N,0903043W,QUAD-CITY,30.0,,590.0,152.0,90.0,590.0,30.0,NITE,FEW,1900.0,0.0,NONE,,,10.0,7.0,-2.0,270.0,U,10.0,F,F,21.0,30.01000022888184,,,NONE,,,,0,0,1,0,1.0,VMC
37,20080319X003361,091,IFR,BEECH,A36,6.0,1.0,RETR,3650.0,AIR,N,ANNL,,3127.0,Y,BUS ,N,CRW ,2350.0,CBE ,N,N,11465.0,PLT,M,No,Y,,,1,REC,Teledyne Continental Motors,300.0,HP,FINJ,6,2008-02-22,Fr,105.0,USA,2008,2,,,393833N,0784154W,Greater Cumberland Regional,3.0,,775.0,106.0,245.0,775.0,3.0,NITE,,0.0,600.0,OVC,,,1.25,21.0,19.0,150.0,U,6.0,F,T,0.0,30.299999237060547,,,FATL,,,,2,0,0,0,2.0,IMC
38,20080229X002471,091,NONE,CESSNA,210,4.0,1.0,RETR,3800.0,AIR,N,UNK,,,Y,PERS,N,P33 ,2200.0,P33 ,N,N,68.0,PLT,M,No,N,,,1,REC,CONT MOTOR,260.0,HP,FINJ,5,2008-02-23,Sa,2240.0,USA,2008,2,,,321443N,1095340W,Cochise County Airport,0.0,,4186.0,2240.0,360.0,3177.0,39.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,0.0,0.0,330.0,U,13.0,F,F,20.0,30.040000915527344,,,MINR,,,,0,1,1,0,2.0,VMC
39,20080310X002901,091,NONE,Squier,Pauper II,2.0,1.0,FIXD,1063.0,AIR,Y,COND,,595.0,Y,PERS,N,,1845.0,79C ,N,N,898.0,PLT,M,No,N,,,1,REC,Volkswagen,65.0,HP,CARB,6,2008-02-03,Su,1845.0,USA,2008,2,,,044148N,0881124W,,0.0,,,1853.0,240.0,808.0,12.0,DAYL,,0.0,1700.0,OVC,,,5.0,28.0,21.0,180.0,U,,F,F,0.0,30.13999938964844,,,SERS,,,,0,0,0,1,1.0,VMC
40,20080408X004401,091,IFR,BEECH,A36,6.0,1.0,RETR,3700.0,AIR,N,ANNL,0.5,1061.0,Y,PERS,Y,LZU ,2120.0,CLT ,N,N,1076.5,PLT,M,No,N,,,1,,CONT MOTOR,285.0,HP,,4,2008-02-26,Tu,2145.0,USA,2008,2,,,335935N,0083110W,,0.0,,,1958.0,60.0,808.0,6.0,DAYL,CLER,0.0,2800.0,BKN,,,10.0,43.0,37.0,280.0,U,17.0,F,F,28.0,29.790000915527344,,,NONE,,,,0,0,2,0,2.0,VMC
41,20080403X004241,091,NONE,Cessna,180,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,6083.0,Y,PERS,N,KCNY,2000.0,KCNY,N,N,1500.0,PLT,M,No,N,,,1,REC,Continental,230.0,HP,CARB,6,2008-02-26,Tu,2100.0,USA,2008,2,,,384518N,1094517W,Canyonlands Airport,0.0,,4550.0,,0.0,,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,50.0,0.0,320.0,U,4.0,F,T,0.0,0.0,,,NONE,,,,0,0,1,0,1.0,VMC
42,20080304X002571,135,IFR,CESSNA,210L,1.0,1.0,RETR,3800.0,AIR,N,ANNL,,14077.0,Y,,N,CAE ,343.0,TPA ,N,N,2200.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,285.0,HP,FINJ,2,2008-02-27,We,641.0,USA,2008,2,,,275832N,0823159W,Tampa International Airport,0.0,,26.0,653.0,0.0,26.0,0.0,NITE,SCAT,3500.0,10000.0,BKN,,,10.0,64.0,57.0,330.0,U,10.0,F,T,0.0,30.0,,,NONE,,,,0,0,1,0,1.0,VMC
43,20080318X003241,091,NONE,Waco,CTO,3.0,1.0,FIXD,50.0,AIR,N,ANNL,0.0,4027.0,Y,PERS,N,VNC ,1600.0,VNC ,N,N,2000.0,PLT,M,No,N,,,1,REC,Wright,130.0,HP,,2,2008-02-25,Mo,1850.0,USA,2008,2,,,027410N,0822615W,VENICE MUNI,0.0,,18.0,1753.0,360.0,30.0,25.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,75.0,64.0,270.0,U,7.0,F,T,0.0,30.030000686645508,,,MINR,,,,0,1,0,0,1.0,VMC
44,20080229X002531,091,NONE,Bartle,Lancair IV-P,4.0,1.0,RETR,3550.0,AIR,Y,ANNL,52.0,52.0,Y,PERS,N,F70 ,2105.0,F70 ,N,N,2245.0,PLT,M,No,N,,,1,REC,Experimental TCM,400.0,HP,FINJ,2,2008-02-26,Tu,2115.0,USA,2008,2,,,036658N,1194052W,French Valley Airport,1.0,,1350.0,2053.0,315.0,650.0,35.0,DAYL,FEW,20000.0,0.0,NONE,,,10.0,77.0,36.0,100.0,U,14.0,F,F,21.0,30.1299991607666,,,SERS,,,,0,0,1,3,4.0,VMC
45,20080324X003701,091,NONE,Cessna,177B,4.0,1.0,FIXD,2500.0,AIR,N,ANNL,20.0,3087.0,Y,PERS,N,68J ,1615.0,2J9 ,N,N,1360.0,PLT,M,No,N,,,1,REC,Lycoming,180.0,HP,CARB,7,2008-02-27,We,1630.0,USA,2008,2,,,303552N,0843326W,Quincy Municipal Airport,1.0,,221.0,1653.0,130.0,81.0,15.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,48.0,19.0,310.0,U,14.0,F,T,0.0,30.1200008392334,,,SERS,,,,0,2,0,1,3.0,VMC
46,20080306X002811,091,NONE,CESSNA,170B,2.0,1.0,FIXD,2200.0,AIR,N,ANNL,40.0,2627.0,Y,PERS,N,PAMR,1728.0,PAIG,N,N,2400.0,PLT,M,No,Y,,,1,REC,Continental,145.0,HP,CARB,6,2008-02-27,We,2200.0,USA,2008,2,,,061147N,1512355W,,0.0,,,1753.0,165.0,99.0,27.0,DAYL,FEW,6500.0,0.0,NONE,,,10.0,30.0,16.0,30.0,U,13.0,F,T,0.0,29.700000762939453,,,FATL,,,,1,0,0,0,1.0,VMC
47,20080304X002581,091,NONE,Cessna,172S,4.0,1.0,FIXD,2650.0,AIR,N,100H,46.0,2072.0,Y,INST,N,KDMW,,KDMW,N,N,49.0,DSTU,M,No,N,,,1,REC,Lycoming,180.0,HP,FINJ,6,2008-01-26,Sa,1800.0,USA,2008,1,,,393414N,0007702W,Carroll County Regional,0.0,,789.0,1754.0,150.0,146.0,30.0,DAYL,,0.0,8500.0,OVC,,,10.0,39.0,54.0,70.0,U,5.0,F,F,0.0,30.209999084472656,,,NONE,,,,0,0,1,0,1.0,VMC
